slug,title,classification,displayTitle,subtitle,convertibility,pattern,tag,publishedAt,updatedAt,description,articleType,serviceLinked,serviceIds,seoTitleKeep,notes
h-next-review,H-NEXTとは？使い方・料金・U-NEXTとの関係をわかりやすく解説,A. 単体サービス紹介,H-NEXT,使い方・料金・U-NEXTとの関係をわかりやすく解説,自動変換可能,Aとは？〜,成人向け,2026-08-22,2026-08-23,H-NEXTは、U-NEXTの「その他」ジャンルで提供されている成人向け動画サービスです。一般向けのU-NEXTと同じアカウントで利用できますが、2024年6月以降は通常の月額プランにそのまま含まれる形ではなく、「H-NEXT見放題サービス」という31日ごとのパックを購入して利用する仕組みになっています。,service_review,あり,,可,
handy-art-reference-tool-review,Handy Art Reference Toolは買う価値ある？300円で使える3Dデッサン資料アプリを解説【2026年版】,A. 単体サービス紹介,Handy Art Reference Tool,は買う価値ある？300円で使える3Dデッサン資料アプリを解説【2026年版】,ほぼ自動変換可能,Aは〜,アプリ,2026-08-18,2026-08-18,Handy Art Reference Toolは買う価値がある？300円の買い切り価格、手・頭の3D資料、ライティング、追加課金、評判まで2026年最新情報をもとに解説します。,service_review,あり,SRV-000028-handy-art-reference-tool,可,
heard-ai-review,Heard AIとは？カップル向けAIの使い方・料金・どんな人に向いているかを解説,A. 単体サービス紹介,Heard,AIとは？カップル向けAIの使い方・料金・どんな人に向いているかを解説,自動変換可能,Aとは？〜,AIサービス,2026-08-17,2026-08-23,Heard AI（App Store上の名称は「get heard AI」）は、カップルのけんかやすれ違いについて、片方だけではなく「2人それぞれの話」を聞いてから整理するAIコミュニケーションアプリです。,service_review,あり,SRV-000018-heard,可,
hikkoshi-zamurai-review,引越し侍とは？一括見積もりとネット比較の違い・電話連絡の注意点まで解説,B. 2サービス比較,引越し侍 vs は？一括見積もりとネット,複数の引越し会社の料金やサービスを比較できる無料の引越し比較サイトです。,ほぼ自動変換可能,Aとは？〜,引越し,2026-08-22,2026-08-24,引越し侍は、複数の引越し会社の料金やサービスを比較できる無料の引越し比較サイトです。,service_review,あり,,可,
hitomaku-review,ひとまくは買う価値ある？脚本・シナリオ執筆から香盤表まで管理できるアプリを解説【2026年版】,A. 単体サービス紹介,ひとまく,は買う価値ある？脚本・シナリオ執筆から香盤表まで管理できるアプリを解説【2026年版】,ほぼ自動変換可能,Aは〜,アプリ,2026-08-19,2026-08-19,ひとまくは買う価値がある？価格、機能、対応環境、注意点を2026年最新情報をもとに解説します。,service_review,あり,SRV-000036-hitomaku,可,
homeserve-review,ホームサーブとは？定額制修理サービスの料金・対象範囲・入る意味を解説,A. 単体サービス紹介,ホームサーブ お得,ホームサーブとは？定額制修理サービスの料金・対象範囲・入る意味を解説,自動変換可能,Aとは？〜,ライフスタイル,2026-08-18,2026-08-23,ホームサーブは、水漏れや排水のつまりなど住宅設備の故障に備え、トラブルが起きたときに修理業者の手配から修理までを定額で受けられる住宅修理サービスです。,service_review,あり,SRV-000024-homeserve,可,
hotpepper-beauty-review,ホットペッパービューティーとは？予約・ポイント・口コミ・キャンセル・使い方を解説【2026年版】,A. 単体サービス紹介,ホットペッパービューティー,予約・ポイント・口コミ・キャンセル・使い方を解説【2026年版】,自動変換可能,Aとは？〜,美容予約,2026-08-22,2026-08-22,ホットペッパービューティーの美容院・ネイル・まつげ・エステ予約、ポイント、口コミ、24時間ネット予約、キャンセル時の注意点まで2026年の公式情報で整理します。,service_review,あり,,可,
hotpepper-beauty-vs-minimo,ホットペッパービューティーとminimoを比較｜美容院予約はどっちがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,ホットペッパービューティーとminimoを比較,美容院予約はどっちがおすすめ？【2026年版】,人間確認推奨,AとBを比較,美容予約,2026-08-22,2026-08-22,ホットペッパービューティーとminimoを、掲載の考え方、予約方法、口コミ、料金、スタッフ選び、キャンセル、向いている人で比較します。,service_comparison,あり,,可,
housekeeping-service-comparison,家事代行4社を比較｜CaSy・ベアーズ・タスカジ・ピナイどれがおすすめ？【2026年版】,C. 複数サービス比較 / おすすめ / 選び方,家事代行4社を比較,CaSy・ベアーズ・タスカジ・ピナイどれがおすすめ？【2026年版】,人間確認推奨,Nサービスを比較,家事代行,2026-08-22,2026-08-22,CaSy、ベアーズ、タスカジ、ピナイを料金、最低利用時間、交通費、担当固定、掃除・料理、不在対応で比較します。,service_comparison,あり,,可,
human-anatomy-atlas-2026-review,Human Anatomy Atlas 2026とは？使い方・料金・どんな人に向いているかをわかりやすく解説,A. 単体サービス紹介,Human Anatomy Atlas 2026,使い方・料金・どんな人に向いているかをわかりやすく解説,自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,Human Anatomy Atlas 2026は、人体を3Dモデルで確認しながら解剖学を学べるVisible Bodyのアプリです。骨格、筋肉、臓器、血管、神経などを立体的に回転・拡大し、教科書の平面図だけでは分かりにくい位置関係を確認できます。,service_review,あり,,可,
icloud-plus-review,iCloud+とは？料金・写真保存・バックアップと他社クラウドとの違いを解説,A. 単体サービス紹介,iCloud+,料金・写真保存・バックアップと他社クラウドとの違いを解説,自動変換可能,Aとは？〜,クラウドストレージ,2026-08-22,2026-08-25,iCloud+は、Appleが提供している有料のクラウドサービスです。,service_review,あり,,可,
icoca-review,ICOCAとは？カード・モバイルICOCA・デポジット・WESTERポイントを解説【2026年版】,A. 単体サービス紹介,ICOCA,カード・モバイルICOCA・デポジット・WESTERポイントを解説【2026年版】,自動変換可能,Aとは？〜,交通系IC,2026-08-22,2026-08-22,"ICOCAのカード2,000円・デポジット500円、モバイルICOCA、Apple Pay、WESTERポイント、全国相互利用を整理します。",service_review,あり,,可,
instant-english-composition-review,"どんどん話すための瞬間英作文トレーニングとは？1,300円のアプリ版を買う意味・使い方を解説",A. 単体サービス紹介,瞬間英作文,"どんどん話すための瞬間英作文トレーニングとは？1,300円のアプリ版を買う意味・使い方を解説",自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-24,「どんどん話すための瞬間英作文トレーニング」は、ベレ出版のロングセラー英語教材を、スマートフォンで反復練習しやすい形にした公式アプリです。,service_review,あり,,可,
intercom-fin-review,Intercom Finとは？AIカスタマーサポートの使い方・料金・1件0.99ドルの「Outcome」を解説,A. 単体サービス紹介,Intercom Fin,AIカスタマーサポートの使い方・料金・1件0.99ドルの「Outcome」を解説,自動変換可能,Aとは？〜,AIカスタマーサポート,2026-08-23,2026-08-24,Finは、Intercomが提供するカスタマーサービス向けAIエージェントです。,service_review,あり,,可,
ireal-pro-review,"iReal Proとは？使い方・料金・3,500円を払う意味をわかりやすく解説",A. 単体サービス紹介,iReal Pro,"使い方・料金・3,500円を払う意味をわかりやすく解説",自動変換可能,Aとは？〜,アプリ,2026-08-21,2026-08-23,iReal Proは、コード譜と自動伴奏を使って練習できるミュージシャン向けアプリです。ジャズ、ポップス、ブルース、ラテンなどのコード進行を表示しながら、ベース・ドラム・ピアノなどのバッキングトラックを再生できます。,service_review,あり,,可,
j-coin-pay-review,J-Coin Payとは？銀行口座・送金・出金・手数料0円・使える店を解説【2026年版】,A. 単体サービス紹介,J-Coin Pay,銀行口座・送金・出金・手数料0円・使える店を解説【2026年版】,自動変換可能,Aとは？〜,スマホ決済,2026-08-22,2026-08-22,J-Coin Payの銀行口座チャージ、口座への出金、個人間送金、手数料0円、ことら送金、請求書払い、使える店・金融機関を2026年公式情報で整理します。,service_review,あり,,可,
j-sports-on-demand-review,J SPORTSオンデマンドとは？野球パックの料金・見られる試合・U25割を解説【2026年版】,A. 単体サービス紹介,J SPORTSオンデマンド,野球パックの料金・見られる試合・U25割を解説【2026年版】,自動変換可能,Aとは？〜,スポーツ配信,2026-08-22,2026-08-22,J SPORTSオンデマンドの野球パック、月額料金、U25割、広島・中日・DeNA主催試合、見逃し配信、支払い方法、注意点を2026年の公式情報で整理します。,service_review,あり,,可,
